Actual,Predicted,Equal
2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazolinedecarboxylase,YoqOfamilyprotein,False
typeIItoxin-antitoxinsystemantitoxin,"cob(I)yrinicacida,c-diamideadenosyltransferase",False
serine/threonine-proteinkinase,patatinfamilyprotein,False
DUF3015domain-containingprotein,med21domain-containingprotein,False
poly(ADP-ribose)polymerasefamilyprotein,TonB-dependentreceptor,False
ComEC/Rec2familycompetenceprotein,M48familymetallopeptidase,False
putativehydro-lyase,allantoinase,False
V-typeATPsynthasesubunit,-family,False
cyclicnucleotide-gatedionchannel,argonaute/piwifamilyprotein,False
M28familymetallopeptidase,ComEC/Rec2familycompetenceprotein,False
sedoheptulokinase,FGGY-familycarbohydratekinase,False
ankyrinrepeatdomain-containingproteinkinase,-family,False
lowtemperaturerequirementproteinA,tropomyosin,False
ABCtransporterATP-bindingprotein,-family,False
helix-turn-helixdomain-containingprotein,tetratricopeptiderepeat-containingprotein,False
chloroplastenvelopemembraneproteinCemA,-family,False
DUF1390domain-containingprotein,DUF1398domain-containingprotein,False
mRNAtriphosphatase,NADP-dependentglyceraldehyde-3-phosphatedehydrogenase,False
EPS8familyPTBdomain-containingprotein,DabfamilyPTBdomain-containingprotein,False
tryptophan--tRNAligase,crotonyl-CoAcarboxylase/reductase,False
transposase,-family,False
DUF3742familyprotein,TIGR03435familyprotein,False
smallintegralmembraneprotein,DUF4524domain-containingprotein,False
carotenoidoxygenasefamilyprotein,-family,False
ribose-phosphatepyrophosphokinase-likedomain-containingprotein,proteinN-terminalglutamineamidohydrolase,False
agmatinase,thioredoxinfamilyprotein,False
DUF2781domain-containingprotein,DUF2655domain-containingprotein,False
multifunctionaloxoglutaratedecarboxylase/oxoglutaratedehydrogenasethiaminepyrophosphate-bindingsubunit/dihydrolipoyllysine-residuesuccinyltransferasesubunit,bifunctionalallantoinasePuuE/2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazolinedecarboxylase,False
CCDC97familyprotein,-family,False
YbbC/YhhHfamilyprotein,RhsIAfamilyimmunityprotein,False
sensorhistidinekinase,kelchrepeat-containingprotein,False
calcium-bindingEGF-likedomain-containingprotein,toll/interleukin-1receptordomain-containingprotein,False
TMEM175familyprotein,DUF2familydomain-containingprotein,False
C40familypeptidase,M67familymetallopeptidase,False
mevalonatekinase,uridinekinase,False
DUF3299domain-containingprotein,DUF3297familyprotein,False
acetolactatesynthasesmallsubunit,ACTdomain-containingprotein,False
UBAdomain-containingprotein,activinreceptor,False
"phosphoribosyl1,2-cyclicphosphatephosphodiesterase",-family,False
proteinkinasefamilyprotein,-family,False
YhfCfamilyintramembranemetalloprotease,phageholinfamilyprotein,False
pre-mRNA-processingfactor,U-boxdomain-containingprotein,False
MoaD/ThiSfamilyprotein,ubiquitin-likedomain-containingprotein,False
MON1/SANDfamilyprotein,pilusassemblyprotein,False
LPP20familylipoprotein,phageholinfamilyprotein,False
transposase,MRPfamilyATP-bindingprotein,False
transposase,AraCfamilytranscriptionalregulator,False
fibroblastgrowthfactorreceptor,tRNApseudouridinesynthase,False
divergentpolysaccharidedeacetylasefamilyprotein,polysaccharidedeacteylasefamily2protein,False
NAD()diphosphatase,-family,False
replication/maintenanceproteinRepL,helix-turn-helixdomain-containingprotein,False
glycosidehydrolasefamilyprotein,cyclicnucleotide-gatedionchannel,False
typeIItoxin-antitoxinsystemtoxin,VIT1/CCC1transporterfamilyprotein,False
HYOU1-likeprotein,hypoxiaup-regulatedprotein1,False
LacIfamilyDNA-bindingtranscriptionalregulator,helix-turn-helixtranscriptionalregulator,False
"NADPH-dependent2,4-dienoyl-CoAreductase",argonaute/piwifamilyprotein,False
"2,3-bisphosphoglycerate-dependentphosphoglyceratemutase",-family,False
cyclinfamilyprotein,CAADdomain-containingprotein,False
GlcGfamilyprotein,-family,False
zincfingerCCHCdomain-containingprotein,paraquat-inducibleproteinA,False
TauD/TfdAfamilydioxygenase,ABCtransporterpermease,False
FAD/NAD(P)-bindingprotein,GATA-typetranscriptionfactor,False
40Sribosomalprotein,-family,False
ARMrepeatandBTB/POZdomain-containingprotein,rho-relatedBTBdomain-containingprotein,False
DMRTAfamilyprotein,terpenesynthasefamilyprotein,False
BTB/POZandTLDdomain-containingprotein,BTB/POZdomain-containingprotein,False
EALdomain-containingprotein,argonaute/piwifamilyprotein,False
HAMPdomain-containingsensorhistidinekinase,methyl-acceptingchemotaxisprotein,False
FHAdomain-containingpeptidylprolylisomerasefamilyprotein,Cu()/Ag()sensorhistidinekinase,False
"GDP-mannose4,6-dehydratase",-family,False
LysRfamilytranscriptionalregulator,methanemonooxygenase/ammoniamonooxygenasesubunit,False
cytochromeP450/oxidoreductase,cytochromeP450,False
DUF3247familyprotein,DUF3243domain-containingprotein,False
aquaglyceroporin,-family,False
ubiquitindomain-containingprotein,UBAandUBXdomain-containingprotein,False
transcriptionalregulator,-family,False
GlsB/YeaQ/YmgEfamilystressresponsemembraneprotein,Vpu,False
"FYVE,RhoGEFandPHdomain-containingprotein",2-oxoglutaratedehydrogenasesubunitE1,False
DNArepairprotein,DUF922domain-containingZn-dependentprotease,False
dihydrofolatereductase,metallophosphoesterase,False
pleckstrinhomologydomain-containing,Mcl1familyWD40repeatdomain-containingprotein,False
16SrRNAmethyltransferase,Ppx/GppAfamilyphosphatase,False
guanylylcyclase,receptor-typeguanylatecyclase,False
glutathioneS-transferase,"NADPH-dependent2,4-dienoyl-CoAreductase",False
LIMK/TESKfamilyproteinkinase,tau-tubulinkinase2,False
RidAfamilyprotein/FAD-dependentoxidoreductase,NAD(P)-dependentoxidoreductase,False
DUF1257domain-containingprotein,sporeproteaseYyaC,False
bifunctionaltypeI3-dehydroquinatedehydratase/shikimatedehydrogenase,typeI3-dehydroquinatedehydratase,False
aminoacyl-tRNAdeacylase,prostaglandinEsynthase2,False
CobD/CbiBfamilycobalaminbiosynthesisprotein,LSmfamilyprotein,False
responseregulatortranscriptionfactor,-family,False
AMPK/MARKfamilyserine/threonine-proteinkinase,-family,False
flagellarmotorprotein,-family,False
sulfurtransferase,aminopeptidase,False
sigma-70familyRNApolymerasesigmafactor,16SrRNAmethyltransferase,False
peptideABCtransporterpermeaseSapB,glycosyltransferase,False
kelchrepeatandBTBdomain-containingprotein,solutecarrierfamily25protein,False
heavymetaltranslocatingP-typeATPase,GNATfamilyN-acetyltransferase,False
RICINdomain-containingprotein,SANT/Myb-likeDNA-bindingdomain-containingprotein,False
S8/S53familypeptidase,-family,False
phosphonateC-PlyasesystemproteinPhnK,-family,False
YtzH-likefamilyprotein,YhdBfamilyprotein,False
hybridnon-ribosomalpeptidesynthetase/typeIpolyketidesynthase,typeIpolyketidesynthase,False
MFStransporter,Tm-1-likeATP-bindingdomain-containingprotein,False
mitochondriallargeribosomalsubunitprotein,methylglyoxalsynthase,False
macrodomainTerprotein,flavodoxin,False
Set1/Ash2histonemethyltransferasecomplexsubunitASH2,PHDfingerdomain-containingprotein,False
cholinetransporter,sigma-54-dependentFisfamilytranscriptionalregulator,False
tyrosine-proteinkinase,-family,False
EVEdomain-containingprotein,-family,False
sigma-54-dependentFisfamilytranscriptionalregulator,typeIItoxin-antitoxinsystemantitoxin,False
sigma-54-dependentFisfamilytranscriptionalregulator,ubiquitincarboxyl-terminalhydrolase,False
division/cellwallclustertranscriptionalrepressorMraZ,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase",False
60Sribosomalprotein,-family,False
NADH-quinoneoxidoreductasesubunit,-family,False
sigma-70non-essentialregion-containingprotein,Erv1/AlrfamilyFAD-linkedsulfhydryloxidase,False
S-layerhomologydomain-containingprotein,NDMfamilysubclassB1metallo-beta-lactamase,False
50Sribosomalprotein,DIP1984familyprotein,False
ammoniumtransporter,4-(cytidine5'-diphospho)-2-C-methyl-D-erythritolkinase,False
tetraspaninfamilyprotein,YceIfamilyprotein,False
hydroxyacylglutathionehydrolase,DNApolymeraseAfamilyprotein,False
synaptotagminfamilyC2domain-containingprotein,SlpfamilyC2domain-containingprotein,False
ABCtransporterATP-bindingprotein,-family,False
ring-hydroxylatingoxygenasesubunitalpha,tail-specificprotease,False
receptor-likeproteinkinase,C-typelectindomain-containingprotein,False
XPDfamilyC-terminalhelicasedomain-containingprotein,RHAfamilyC-terminalhelicasedomain-containingprotein,False
dipeptideABCtransporterpermease,RNA3'-terminalphosphatecyclase-likeprotein,False
50Sribosomalprotein,-family,False
flagellarhook-lengthcontrolproteinFliK,formin-bindingprotein1,False
EALdomain-containingprotein,B9domain-containingprotein,False
trifunctionalglycosyltransferase/classISAM-dependentmethyltransferase/polysaccharidedeacetylase,V(D)Jrecombination-activatingprotein1,False
UDP-N-acetylmuramatedehydrogenase,-family,False
nicotinate-nucleotidediphosphorylase,-family,False
PD-(D/E)XKmotifprotein,four-carbonacidsugarkinasefamilyprotein,False
ribonucleasecatalyticdomain-containingprotein,riboflavinkinase,False
gluconokinase,dephospho-CoAkinase,False
EscC/YscC/HrcCfamilytypeIIIsecretionsystemoutermembraneringprotein,EscT/YscT/HrcTfamilytypeIIIsecretionsystemexportapparatusprotein,False
malto-oligosyltrehalosetrehalohydrolase,ubiquinol-cytochromecreductaseiron-sulfursubunit,False
sensorhistidinekinase,-family,False
HK97familyphageproheadprotease,-family,False
efamilyribosomalprotein,-family,False
4-(cytidine5'-diphospho)-2-C-methyl-D-erythritolkinase,-family,False
typeIVsecretorysystemconjugativeDNAtransferfamilyprotein,SLC13familypermease,False
translationelongationfactor,-family,False
YdcPfamilyprotein,IreBfamilyregulatoryphosphoprotein,False
classISAM-dependentmethyltransferase,outermembraneproteinassemblyfactor,False
YopproteinstranslocationproteinK,bacteriophageabortiveinfectionAbiHfamilyprotein,False
universalstressprotein,-family,False
alanineracemase,-family,False
DUF4881domain-containingprotein,YolAfamilyprotein,False
protein-L-isoaspartateO-methyltransferase,DEAD/DEAHboxDNAhelicase,False
relaxosomeproteinTraM,outermembraneproteinassemblyfactor,False
uL15familyribosomalprotein,-family,False
peroxidase,PolC-typeDNApolymeraseIII,False
antibioticbiosynthesismonooxygenase,BlaI/MecI/CopYfamilytranscriptionalregulator,False
eL15familyribosomalprotein,60Sribosomalprotein,False
DUF3916domain-containingprotein,DUF3943domain-containingprotein,False
typeI-ECRISPR-associatedendonucleaseCas1,typeI-CCRISPR-associatedendonucleaseCas1,False
acetyl-CoAacetyltransferase,glycosidehydrolasefamilyprotein,False
cullin,acetolactatesynthasesmallsubunit,False
Taddomain-containingprotein,tautomerasefamilyprotein,False
TetR/AcrRfamilytranscriptionalregulator,-family,False
uroporphyrinogen-IIIsynthase,-family,False
PEX11familyprotein,-family,False
NADH-quinoneoxidoreductasesubunit,-family,False
fimbrialbiogenesisoutermembraneusherprotein,-family,False
SANT/Myb-likeDNA-bindingdomain-containingprotein,guaninenucleotideexchangefactor,False
proteaseinhibitorInh/omp19familyprotein,signalpeptidasecomplexsubunit,False
bifunctionalGNATfamilyN-acetyltransferase/nucleosidediphosphatekinaseregulator,GNATfamilyN-acetyltransferase,False
site-specificintegrase,UTP--glucose-1-phosphateuridylyltransferase,False
LysRfamilytranscriptionalregulator,AraCfamilytranscriptionalregulator,False
Eco29kIfamilyrestrictionendonuclease,GIY-YIGnucleasefamilyprotein,False
CobD/CbiBfamilycobalaminbiosynthesisprotein,LXGdomain-containingprotein,False
nucleoside-diphosphatekinase,-family,False
YbhB/YbcLfamilyRafkinaseinhibitor-likeprotein,-family,False
integrasecoredomain-containingprotein,MFStransporter,False
ATPsynthaseF0subunit,-family,False
GyrI-likedomain-containingprotein,glycinedehydrogenase,False
DUF1795domain-containingprotein,HutPfamilyprotein,False
tryptophan--tRNAligase,-family,False
MOSCdomain-containingprotein,YcbXfamilyprotein,False
serine/threoninetransporterSstT,-family,False
tRNA-specificadenosinedeaminase,-family,False
YscGfamilytypeIIIsecretionsystemchaperone,translationinitiationfactorIF-2,False
ferredoxin--NADP()reductase,-family,False
NifX-associatednitrogenfixationprotein,13E12repeatfamilyprotein,False
DUF418domain-containingprotein,YwgAfamilyprotein,False
DUF2288domain-containingprotein,metalhomeostatisBSD2familyprotein,False
GNATfamilyN-acetyltransferase,hotdogfolddomain-containingprotein,False
putative2-aminoethylphosphonateABCtransporterpermeasesubunit,ABCtransporterATP-bindingprotein,False
VOCfamilyprotein,T-cellreceptorbetachainVregion,False
TFIIB-typezincfingerdomain-containingprotein,nodulin-likeprotein,False
KilA-Ndomain-containingprotein,GtrAfamilyprotein,False
bifunctionalmethylenetetrahydrofolatedehydrogenase/methenyltetrahydrofolatecyclohydrolase,-family,False
ATP-bindingprotein,-family,False
DNApolymeraseIIIsubunit,-family,False
transmembranefamilyprotein,-family,False
TMEM198/TM7SF3familyprotein,DUF4418familyprotein,False
phosphoribosyl-ATPdiphosphatase,gamma-glutamyltranspeptidase,False
YqxAfamilyprotein,DUF3644domain-containingprotein,False
serine/arginine-richsplicingfactor,RNA-bindingprotein,False
pyruvatekinase,-family,False
NADHdehydrogenasesubunit,-family,False
flagellarhookprotein,-family,False
M50familymetallopeptidase,mitochondrialimportreceptorsubunit,False
ANTARdomain-containingprotein,-family,False
M20familymetallopeptidase,YcaO-likefamilyprotein,False
laccase,flavodoxin,False
dihydroneopterinaldolase,endonuclease,False
SANT/Myb-likeDNA-bindingdomain-containingprotein,recombinasefamilyprotein,False
flavodoxin-dependent(E)-4-hydroxy-3-methylbut-2-enyl-diphosphatesynthase,-family,False
S-adenosylmethioninetRNAribosyltransferase-isomerase,-family,False
proteinkinasefamilyprotein,-family,False
fructose-bisphosphatealdolase,-family,False
DedAfamilyprotein,TIGR03084familyprotein,False
DNA-directedRNApolymerasesubunit,-family,False
PIG-Lfamilydeacetylase,-family,False
uroporphyrinogen-IIIsynthase,-family,False
M85familymetallopeptidase,halocarboxylicaciddehydrogenaseDehIfamilyprotein,False
ABCtransporterpermease,DNArecombinationproteinRmuC,False
transposase,HNHendonuclease,False
biopolymertransporter,tetraacyldisaccharide4'-kinase,False
DinBfamilyprotein,glycosyltransferasefamilyprotein,False
BTB/POZdomain-containingprotein,rho-relatedBTBdomain-containingprotein,False
cobaltochelatasesubunitCobN,-family,False
DUF4058familyprotein,DUF4057domain-containingprotein,False
aspartatekinase,-family,False
cadherinrepeatdomain-containingprotein,SPRYdomain-containingprotein,False
rho-relatedBTBdomain-containingprotein,DNAtranslocaseFtsK,False
formyl-CoAtransferase,CRISPR-associatedprotein,False
hybridsensorhistidinekinase/responseregulator,responseregulator,False
DUF3047domain-containingprotein,DUF3043domain-containingprotein,False
sulfiteexporterTauE/SafEfamilyprotein,cytochromecoxidaseassemblyprotein,False
aspartate--ammonialigase,ureasesubunit,False
DUF5452familyprotein,proteinBLLF2,False
50Sribosomalprotein,glycerol-3-phosphatetransporter,False
XREfamilytranscriptionalregulator,ankyrinrepeatandBTB/POZdomain-containingprotein,False
SANT/Myb-likeDNA-bindingdomain-containingprotein,HNHendonuclease,False
adenosyl-hopenetransferaseHpnH,type-FconjugativetransfersystempilinacetylaseTraX,False
saccharopinedehydrogenasefamilyprotein,S1Cfamilyserineprotease,False
quorum-sensingautoinducersynthase,methionyl-tRNAformyltransferase,False
helix-turn-helixdomain-containingprotein,peptidasefamilyprotein,False
TPR-repeatcontainingthioredoxin,nuclearhormonereceptorfamilyprotein,False
GyrI-likedomain-containingprotein,glycinedehydrogenase,False
HlyC/CorCfamilytransporter,CBSdomain-containingprotein,False
methenyltetrahydrofolatesynthasedomain-containingprotein,classISAM-dependentrRNAmethyltransferase,False
typeIIIsecretionsystemchaperone,transcriptioninitiationfactor,False
cationprotonantiporter,sodiumprotonantiporter,False
TIGR00366familyprotein,classISAM-dependentmethyltransferase,False
dihydrofolatereductase,-family,False
typeIIItoxin-antitoxinsystemToxN/AbiQfamilytoxin,typeIItoxin-antitoxinsystemtoxin,False
tricarballylate/citrateutilization4Fe-4Sprotein,fumarylacetoacetatehydrolasefamilyprotein,False
EscU/YscU/HrcUfamilytypeIIIsecretionsystemexportapparatusswitchprotein,conservedphageC-terminaldomain-containingprotein,False
MMPLfamilytransporter,-family,False
cellcyclecheckpointprotein,-family,False
HADfamilyhydrolase,SDRfamilyNAD(P)-dependentoxidoreductase,False
DMTfamilytransporter,-family,False
ABCtransporterATP-bindingprotein,-family,False
motilespermdomain-containingprotein,-family,False
peptidedeformylase,-family,False
tetratricopeptiderepeat-containingprotein,-family,False
accessorygeneregulatorBfamilyprotein,Rer1familyprotein,False
tyrosyl-DNAphosphodiesterase,toxicanionresistanceprotein,False
N-acetylmuramoyl-L-alanineamidase,bifunctionallysylphosphatidylglycerolsynthetase/lysine--tRNAligaseLysX,False
NDPK5familynucleoside-diphosphatekinase,-family,False
DUF3107domain-containingprotein,DUF3100domain-containingprotein,False
NAD-dependentisocitratedehydrogenase,sensordomain-containingdiguanylatecyclase,False
integrase,sensorhistidinekinase,False
pre-mRNA-splicingfactor,YfkDfamlyprotein,False
folylpolyglutamatesynthase,-family,False
